Row ID,Order ID,Order Date,Ship Date,Ship Month,Ship Mode,Customer ID,Customer Name,Gender,Segment,Contact ID,Addressline,Contact,Email,Postal Code,City,State,Country,Region,Market,Product ID,Category ID,Category,Sub Category ID,Sub-Category,Product Name,Unit Price,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year
469,ORD-2017-0469,03-May-17,13-May-17,May,Same Day,CUST-2017-0469,Genta Nainggolan,Male,Corporate,CO-469,Jl. PHH. Mustofa No. 74,0846-326053,lthamrin@ud.gov,96289,Tanjungpinang,Sulawesi Selatan,Indonesia,East,US,PROD-0171,CAT-01,Furniture,SC-01,Chairs,Chairs - Laborum,548.3905797,614.1974493,2,0.44,92.04948986,30.79,Critical,2017
470,ORD-2018-0470,08-Sep-18,15-Sep-18,September,Same Day,CUST-2018-0470,"Ir. Raden Suwarno, S.Kom",Male,Consumer,CO-470,Jalan Monginsidi No. 437,0874-767376,latuponodina@hotmail.com,72795,Salatiga,Papua Barat,Indonesia,West,US,PROD-0417,CAT-03,Technology,SC-05,Machines,Machines - Unde,27.34201389,157.49,6,0.04,-1.562,33.06,Critical,2018
471,ORD-2017-0471,17-Aug-17,24-Aug-17,August,Standard Class,CUST-2017-0471,Gaman Jailani,Male,Home Office,CO-471,Jl. Veteran No. 55,0866-871660,nasrullahsamosir@pd.com,97996,Parepare,Kalimantan Utara,Indonesia,South,APAC,PROD-0418,CAT-01,Furniture,SC-01,Chairs,Chairs - Explicabo,190.2432471,684.8756897,5,0.28,106.8051379,30.17,Medium,2017
472,ORD-2020-0472,07-Oct-20,16-Oct-20,October,First Class,CUST-2020-0472,Rahayu Sirait,Male,Corporate,CO-472,Gang Cihampelas No. 816,0874-119570,kezia69@gmail.com,82498,Salatiga,Jawa Barat,Indonesia,Central,EMEA,PROD-0419,CAT-01,Furniture,SC-07,Bookcases,Bookcases - Delectus,221.811323,523.4747222,4,0.41,73.61494444,31.08,High,2020
473,ORD-2020-0473,14-Sep-20,24-Sep-20,September,Standard Class,CUST-2020-0473,Winda Habibi,Female,Home Office,CO-473,Jalan Sentot Alibasa No. 62,0815-615346,wahyuniega@gmail.com,44123,Palangkaraya,DKI Jakarta,Indonesia,Central,LATAM,PROD-0420,CAT-02,Office Supplies,SC-12,Paper,Paper - Exercitationem,133.9089738,1012.351842,9,0.16,192.3103684,10.16,High,2020
474,ORD-2020-0474,29-Feb-20,03-Mar-20,March,Standard Class,CUST-2020-0474,"Kala Wahyudin, S.Ked",Male,Consumer,CO-474,Gg. Dipenogoro No. 86,0842-905625,ywinarsih@cv.co.id,65469,Prabumulih,DI Yogyakarta,Indonesia,Central,EMEA,PROD-0421,CAT-02,Office Supplies,SC-06,Envelopes,Envelopes - Laborum,603.4908634,416.4086958,1,0.31,77.06173915,6.22,High,2020
475,ORD-2018-0475,09-Jul-18,16-Jul-18,July,First Class,CUST-2018-0475,"Opung Rahmawati, S.Ked",Female,Consumer,CO-475,Jl. Soekarno Hatta No. 58,0862-439966,phutagalung@cv.org,46156,Pagaralam,Jawa Tengah,Indonesia,South,US,PROD-0422,CAT-01,Furniture,SC-01,Chairs,Chairs - Id,29.65211268,210.53,10,0.29,3.246,38.86,Critical,2018
476,ORD-2016-0476,30-Apr-16,05-May-16,May,First Class,CUST-2016-0476,Samiah Laksmiwati,Female,Corporate,CO-476,Gang Jend. Sudirman No. 681,0880-526850,situmorangyulia@hotmail.com,60252,Tangerang Selatan,Sulawesi Tenggara,Indonesia,Central,US,PROD-0423,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Accusamus,260.9551545,227.0309845,1,0.13,10.02619689,35.38,Medium,2016
477,ORD-2020-0477,07-Jul-20,10-Jul-20,July,Standard Class,CUST-2020-0477,"Yosef Winarsih, S.Sos",Female,Corporate,CO-477,Gg. W.R. Supratman No. 19,0820-987386,warsita58@yahoo.com,26861,Ambon,Nusa Tenggara Barat,Indonesia,East,EMEA,PROD-0424,CAT-02,Office Supplies,SC-12,Paper,Paper - Voluptatum,153.3157915,717.5179041,9,0.48,113.5235808,29.98,High,2020
478,ORD-2016-0478,17-Aug-16,25-Aug-16,August,Standard Class,CUST-2016-0478,Faizah Mulyani,Male,Consumer,CO-478,Jalan Rawamangun No. 01,0817-605608,dutama@hotmail.com,46540,Cirebon,Lampung,Indonesia,South,LATAM,PROD-0425,CAT-03,Technology,SC-05,Machines,Machines - Magnam,351.8485915,999.25,4,0.29,192.8,7.05,High,2016
479,ORD-2018-0479,11-Jun-18,13-Jun-18,June,Same Day,CUST-2018-0479,Ivan Simbolon,Male,Consumer,CO-479,Jl. Setiabudhi No. 0,0881-393033,garahutasoit@hotmail.com,22764,Palu,Kalimantan Utara,Indonesia,West,EMEA,PROD-0426,CAT-03,Technology,SC-03,Copiers,Copiers - Qui,121.407431,495.3423187,6,0.32,62.21846373,36.85,Low,2018
480,ORD-2017-0480,10-Aug-17,16-Aug-17,August,Standard Class,CUST-2017-0480,Azalea Hutagalung,Male,Corporate,CO-480,Jalan Ir. H. Djuanda No. 1,0886-444412,siraitraina@hotmail.com,66024,Palangkaraya,Jambi,Indonesia,Central,EMEA,PROD-0427,CAT-03,Technology,SC-10,Phones,Phones - Earum,335.28935,184.4091425,1,0.45,13.2918285,23.59,Critical,2017
481,ORD-2019-0481,10-Aug-19,19-Aug-19,August,First Class,CUST-2019-0481,Ilsa Susanti,Male,Home Office,CO-481,Gg. Joyoboyo No. 36,0813-972503,kadirmardhiyah@hotmail.com,96244,Padang Sidempuan,Kalimantan Tengah,Indonesia,West,APAC,PROD-0428,CAT-02,Office Supplies,SC-06,Envelopes,Envelopes - Ad,255.6443325,1242.431456,6,0.19,206.9562912,41.53,High,2019
482,ORD-2016-0482,30-Oct-16,07-Nov-16,November,Standard Class,CUST-2016-0482,Sakura Mustofa,Male,Corporate,CO-482,Gang Kutisari Selatan No. 5,0811-332281,ihsanbudiyanto@cv.web.id,96958,Parepare,Aceh,Indonesia,Central,LATAM,PROD-0429,CAT-03,Technology,SC-03,Copiers,Copiers - Laboriosam,87.04542921,600.6134615,10,0.31,105.1726923,14.95,Critical,2016
483,ORD-2018-0483,13-May-18,14-May-18,May,Standard Class,CUST-2018-0483,Jelita Handayani,Female,Home Office,CO-483,Gang Laswi No. 2,0887-319242,reksa09@gmail.com,85138,Langsa,Lampung,Indonesia,Central,EMEA,PROD-0430,CAT-03,Technology,SC-05,Machines,Machines - Ipsam,309.3383418,1113.618031,5,0.28,192.8936061,29.83,Medium,2018
484,ORD-2016-0484,24-Jun-16,04-Jul-16,July,Second Class,CUST-2016-0484,"Jarwa Dabukke, S.E.I",Male,Consumer,CO-484,Gang Veteran No. 487,0843-697586,inasyiah@perum.mil,19422,Purwokerto,Sulawesi Barat,Indonesia,East,LATAM,PROD-0431,CAT-01,Furniture,SC-01,Chairs,Chairs - Libero,710.123591,4409.8675,9,0.31,837.2335,44.74,High,2016
485,ORD-2019-0485,19-Oct-19,20-Oct-19,October,Standard Class,CUST-2019-0485,Hari Rahimah,Female,Corporate,CO-485,Gang Medokan Ayu No. 588,0845-227630,respatilailasari@yahoo.com,72264,Prabumulih,Nusa Tenggara Barat,Indonesia,West,US,PROD-0068,CAT-02,Office Supplies,SC-11,Binders,Binders - Officiis,140.6027979,551.1629678,4,0.02,81.27259356,28.96,Low,2019
486,ORD-2016-0486,11-Sep-16,18-Sep-16,September,Second Class,CUST-2016-0486,Mahmud Januar,Female,Consumer,CO-486,Gang Tubagus Ismail No. 093,0883-946906,rahimahkamila@pt.gov,15096,Cilegon,Sulawesi Tenggara,Indonesia,Central,EMEA,PROD-0432,CAT-03,Technology,SC-05,Machines,Machines - Maxime,146.2529038,526.5104537,4,0.1,97.47209075,7.83,High,2016
487,ORD-2016-0487,07-Oct-16,15-Oct-16,October,Same Day,CUST-2016-0487,"R.A. Ellis Halimah, S.Kom",Male,Home Office,CO-487,Gg. Cikutra Timur No. 397,0890-450541,yanisuartini@yahoo.com,27819,Cilegon,Kalimantan Utara,Indonesia,South,EMEA,PROD-0433,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Officiis,69.75374264,242.7430244,6,0.42,20.15860488,28.39,Medium,2016
488,ORD-2016-0488,07-Oct-16,17-Oct-16,October,Same Day,CUST-2016-0488,Adiarja Firmansyah,Male,Home Office,CO-488,Gang Ciumbuleuit No. 48,0867-707056,faridayono@ud.org,68761,Bontang,Kepulauan Bangka Belitung,Indonesia,Central,APAC,PROD-0434,CAT-01,Furniture,SC-01,Chairs,Chairs - Repellendus,204.8814844,249.955411,2,0.39,8.881082204,41.11,High,2016
489,ORD-2018-0489,20-Oct-18,30-Oct-18,October,Same Day,CUST-2018-0489,"R. Najam Narpati, S.I.Kom",Male,Consumer,CO-489,Jalan Pacuan Kuda No. 34,0896-158500,suci17@cv.my.id,74949,Tual,Jawa Barat,Indonesia,Central,LATAM,PROD-0435,CAT-02,Office Supplies,SC-06,Envelopes,Envelopes - Dignissimos,63.71392971,392.477807,7,0.12,43.8055614,34.69,High,2018
490,ORD-2019-0490,22-Jul-19,29-Jul-19,July,Same Day,CUST-2019-0490,Aisyah Prasetya,Female,Home Office,CO-490,Gang Rajawali Timur No. 2,0889-206197,rfarida@yahoo.com,22946,Subulussalam,Kalimantan Timur,Indonesia,South,APAC,PROD-0436,CAT-02,Office Supplies,SC-04,Art,Art - Aliquam,193.0541225,366.8028328,2,0.05,65.32056655,8.04,Medium,2019
491,ORD-2020-0491,26-Nov-20,29-Nov-20,November,Standard Class,CUST-2020-0491,Lamar Sihombing,Female,Corporate,CO-491,Gg. Siliwangi No. 8,0871-859822,ksafitri@yahoo.com,98585,Pasuruan,Jawa Timur,Indonesia,West,EMEA,PROD-0437,CAT-01,Furniture,SC-02,Tables,Tables - Qui,282.4092634,265.4647076,1,0.06,25.00294152,28.09,Low,2020
492,ORD-2018-0492,07-Jul-18,17-Jul-18,July,Second Class,CUST-2018-0492,Jayadi Wibowo,Male,Corporate,CO-492,Gg. Merdeka No. 33,0849-732636,ophelia13@pd.or.id,35061,Pekalongan,DI Yogyakarta,Indonesia,South,LATAM,PROD-0438,CAT-02,Office Supplies,SC-11,Binders,Binders - Fugit,135.3456557,393.855858,3,0.03,36.1911716,42.58,High,2018
493,ORD-2019-0493,03-Aug-19,09-Aug-19,August,Second Class,CUST-2019-0493,H. Kawaya Hutapea,Male,Home Office,CO-493,Jalan Pacuan Kuda No. 23,0835-923408,cnugroho@perum.mil,28403,Kota Administrasi Jakarta Barat,Sulawesi Utara,Indonesia,Central,LATAM,PROD-0433,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Officiis,69.75374264,390.6209588,8,0.3,47.09419175,31.03,Low,2019
494,ORD-2020-0494,08-Feb-20,13-Feb-20,February,Same Day,CUST-2020-0494,KH. Aslijan Simanjuntak,Female,Consumer,CO-494,Gg. Gardujati No. 17,0823-576370,namagamaria@perum.sch.id,96173,Ambon,Kepulauan Bangka Belitung,Indonesia,Central,US,PROD-0439,CAT-01,Furniture,SC-01,Chairs,Chairs - Nemo,101.7200788,313.2978427,4,0.23,36.02956854,26.63,Low,2020
495,ORD-2019-0495,22-Aug-19,26-Aug-19,August,Same Day,CUST-2019-0495,Nilam Usamah,Male,Consumer,CO-495,Gang Monginsidi No. 44,0856-110372,kunthara88@pd.net.id,58772,Batam,Sulawesi Selatan,Indonesia,Central,LATAM,PROD-0101,CAT-01,Furniture,SC-01,Chairs,Chairs - Veniam,92.87052433,668.6677751,8,0.1,94.28355503,39.45,High,2019
496,ORD-2016-0496,28-Apr-16,02-May-16,May,Second Class,CUST-2016-0496,Wahyu Handayani,Female,Consumer,CO-496,Jl. Dr. Djunjunan No. 348,0838-374725,febi71@hotmail.com,93925,Depok,Riau,Indonesia,East,LATAM,PROD-0380,CAT-03,Technology,SC-08,Accessories,Accessories - Dolores,246.1660117,224.0110706,1,0.09,35.25221412,9.55,Medium,2016
497,ORD-2019-0497,28-Nov-19,30-Nov-19,November,Standard Class,CUST-2019-0497,Lurhur Wijayanti,Male,Corporate,CO-497,Gang Suryakencana No. 6,0868-351815,karsahalimah@yahoo.com,24555,Lhokseumawe,Sulawesi Selatan,Indonesia,South,LATAM,PROD-0416,CAT-03,Technology,SC-08,Accessories,Accessories - Recusandae,109.6862194,614.2428284,10,0.44,114.9085657,7.94,Medium,2019
498,ORD-2017-0498,02-Jun-17,06-Jun-17,June,Second Class,CUST-2017-0498,"dr. Adhiarja Waskita, S.Gz",Female,Home Office,CO-498,Jalan Erlangga No. 03,0857-433396,lanjar50@pd.ponpes.id,39874,Batu,Kalimantan Utara,Indonesia,West,EMEA,PROD-0361,CAT-01,Furniture,SC-02,Tables,Tables - Dolorem,172.8396594,527.1609612,5,0.39,98.03219223,7.4,Low,2017
499,ORD-2017-0499,07-May-17,16-May-17,May,Same Day,CUST-2017-0499,"Natalia Rahayu, M.Kom.",Male,Home Office,CO-499,Gang Pacuan Kuda No. 99,0820-922781,januarbalidin@hotmail.com,48574,Parepare,Jawa Barat,Indonesia,West,APAC,PROD-0440,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Aut,130.5401221,951.63749,9,0.19,177.277498,13.05,Low,2017
500,ORD-2020-0500,06-May-20,14-May-20,May,Same Day,CUST-2020-0500,"H. Hendri Maryadi, S.E.I",Female,Corporate,CO-500,Jl. Cempaka No. 598,0884-520422,yance02@gmail.com,57325,Kediri,Sulawesi Tenggara,Indonesia,Central,EMEA,PROD-0178,CAT-01,Furniture,SC-02,Tables,Tables - Magni,150.4408276,481.4106484,4,0.2,51.29212969,44.99,Medium,2020
501,ORD-2018-0501,10-May-18,15-May-18,May,First Class,CUST-2018-0501,Murti Rajata,Male,Consumer,CO-501,Jl. Gedebage Selatan No. 6,0847-566097,zlaksita@gmail.com,85096,Pekalongan,Maluku Utara,Indonesia,South,EMEA,PROD-0441,CAT-03,Technology,SC-10,Phones,Phones - Quidem,148.336931,1231.196528,10,0.17,221.7793055,24.46,Low,2018
502,ORD-2019-0502,11-Jul-19,17-Jul-19,July,Standard Class,CUST-2019-0502,Ratih Sitorus,Female,Consumer,CO-502,Jl. Stasiun Wonokromo No. 828,0832-563143,psuryatmi@pt.my.id,25129,Palu,Sumatera Utara,Indonesia,East,LATAM,PROD-0442,CAT-03,Technology,SC-10,Phones,Phones - Voluptate,99.0805121,168.4368706,2,0.15,4.087374114,29.6,High,2019
503,ORD-2018-0503,15-Oct-18,19-Oct-18,October,First Class,CUST-2018-0503,"drg. Ayu Wacana, M.Farm",Male,Consumer,CO-503,Gg. Asia Afrika No. 356,0856-140140,ivan95@cv.mil,34210,Blitar,Nusa Tenggara Timur,Indonesia,East,LATAM,PROD-0443,CAT-01,Furniture,SC-07,Bookcases,Bookcases - Atque,57.22666667,257.52,5,0.1,40.304,11.2,Low,2018
504,ORD-2016-0504,07-May-16,12-May-16,May,Standard Class,CUST-2016-0504,"dr. Ghaliyati Wahyuni, S.Kom",Female,Corporate,CO-504,Jalan W.R. Supratman No. 33,0861-961784,mandalatasnim@gmail.com,7360,Palembang,Riau,Indonesia,Central,US,PROD-0444,CAT-03,Technology,SC-08,Accessories,Accessories - Eius,185.6494061,660.9118857,4,0.11,105.8323771,26.35,Critical,2016
505,ORD-2019-0505,21-Mar-19,27-Mar-19,March,First Class,CUST-2019-0505,"dr. Lantar Maheswara, S.Pt",Female,Consumer,CO-505,Jl. Laswi No. 795,0864-907540,nnainggolan@gmail.com,74817,Ambon,Papua Barat,Indonesia,West,EMEA,PROD-0445,CAT-02,Office Supplies,SC-06,Envelopes,Envelopes - Nihil,1054.82716,854.41,1,0.19,160.102,10.78,High,2019
506,ORD-2019-0506,05-Jun-19,11-Jun-19,June,Standard Class,CUST-2019-0506,"Puti Kamila Tarihoran, S.Pd",Male,Corporate,CO-506,Gang Moch. Ramdan No. 1,0864-819074,rbudiyanto@hotmail.com,2329,Blitar,Sumatera Utara,Indonesia,West,LATAM,PROD-0218,CAT-02,Office Supplies,SC-11,Binders,Binders - Dolor,250.3923107,135.2118478,1,0.46,-20.82763045,47.87,Low,2019
507,ORD-2020-0507,24-Feb-20,05-Mar-20,March,Same Day,CUST-2020-0507,"Nadine Firgantoro, S.Gz",Female,Consumer,CO-507,Gang Wonoayu No. 26,0860-166803,dalimamaryadi@ud.com,34654,Bandar Lampung,Bali,Indonesia,West,EMEA,PROD-0446,CAT-02,Office Supplies,SC-11,Binders,Binders - Iure,54.22438703,294.9806654,8,0.32,46.28613309,12.71,Medium,2020
508,ORD-2016-0508,12-Jan-16,22-Jan-16,January,Same Day,CUST-2016-0508,Ami Megantara,Male,Consumer,CO-508,Gg. Kutisari Selatan No. 8,0835-172866,dalionobudiman@cv.net,77687,Sibolga,Aceh,Indonesia,West,LATAM,PROD-0261,CAT-01,Furniture,SC-02,Tables,Tables - Ipsa,117.027722,1021.652013,9,0.03,176.0004027,28.33,Medium,2016
509,ORD-2018-0509,04-Jul-18,11-Jul-18,July,Same Day,CUST-2018-0509,Hamima Mahendra,Male,Consumer,CO-509,Jalan Ronggowarsito No. 93,0826-662511,diahmustofa@cv.int,49133,Denpasar,Maluku,Indonesia,West,US,PROD-0447,CAT-03,Technology,SC-10,Phones,Phones - Iure,793.6443712,2984.102836,4,0.06,572.3705672,24.45,Critical,2018
510,ORD-2017-0510,03-Oct-17,13-Oct-17,October,Standard Class,CUST-2017-0510,Salsabila Rahayu,Male,Home Office,CO-510,Gg. W.R. Supratman No. 29,0897-581250,dusamah@cv.org,26509,Pariaman,Nusa Tenggara Timur,Indonesia,South,EMEA,PROD-0448,CAT-01,Furniture,SC-02,Tables,Tables - Eaque,255.2348256,1250.650646,7,0.3,230.3301291,19.8,Critical,2017
511,ORD-2019-0511,02-Sep-19,10-Sep-19,September,First Class,CUST-2019-0511,"Ir. Latika Hartati, S.Kom",Male,Corporate,CO-511,Gang Gedebage Selatan No. 4,0892-578472,hardana45@yahoo.com,15841,Pagaralam,Bali,Indonesia,South,LATAM,PROD-0305,CAT-02,Office Supplies,SC-12,Paper,Paper - Quisquam,385.5430399,636.1460158,3,0.45,101.6292032,25.6,Medium,2019
512,ORD-2020-0512,19-Feb-20,21-Feb-20,February,Same Day,CUST-2020-0512,Darsirah Haryanti,Male,Consumer,CO-512,Gg. Gegerkalong Hilir No. 47,0830-387075,mayasarigalih@yahoo.com,23035,Salatiga,Sumatera Utara,Indonesia,South,APAC,PROD-0154,CAT-03,Technology,SC-08,Accessories,Accessories - Qui,304.3648272,1065.276895,7,0.5,163.265379,49.79,High,2020
513,ORD-2016-0513,19-Jan-16,28-Jan-16,January,Standard Class,CUST-2016-0513,"Dr. Gilang Namaga, S.H.",Female,Corporate,CO-513,Jalan Dipenogoro No. 2,0831-365045,ginasuryatmi@cv.biz.id,86775,Tebingtinggi,Maluku,Indonesia,East,APAC,PROD-0449,CAT-02,Office Supplies,SC-11,Binders,Binders - A,86.0672662,557.715885,8,0.19,68.033177,43.51,Critical,2016
514,ORD-2016-0514,30-Jan-16,31-Jan-16,January,Standard Class,CUST-2016-0514,Titin Puspita,Male,Home Office,CO-514,Jl. Cikutra Barat No. 22,0827-443000,jayengwijaya@gmail.com,69335,Jayapura,Kepulauan Riau,Indonesia,West,US,PROD-0450,CAT-02,Office Supplies,SC-11,Binders,Binders - Deserunt,65.24469474,167.0264185,4,0.36,7.215283707,26.19,Low,2016
515,ORD-2017-0515,13-Dec-17,16-Dec-17,December,First Class,CUST-2017-0515,Dewi Padmasari,Male,Consumer,CO-515,Gg. Ir. H. Djuanda No. 4,0847-230182,uyainahdaryani@hotmail.com,81973,Langsa,Jambi,Indonesia,West,EMEA,PROD-0451,CAT-01,Furniture,SC-01,Chairs,Chairs - Quis,202.072136,472.8487983,3,0.22,57.41975965,37.15,Medium,2017
516,ORD-2019-0516,16-Oct-19,17-Oct-19,October,First Class,CUST-2019-0516,Dr. Eva Hidayanto,Female,Home Office,CO-516,Jalan Sukabumi No. 17,0849-565553,zalindralaksita@yahoo.com,81199,Kendari,Sumatera Barat,Indonesia,Central,APAC,PROD-0452,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Voluptates,275.7375557,893.3896804,4,0.19,169.5679361,9.11,Critical,2019
517,ORD-2016-0517,16-Jun-16,17-Jun-16,June,Standard Class,CUST-2016-0517,Amelia Uyainah,Male,Home Office,CO-517,Gang Pasir Koja No. 8,0895-166240,qwidiastuti@yahoo.com,1739,Jayapura,Sulawesi Selatan,Indonesia,East,APAC,PROD-0453,CAT-03,Technology,SC-08,Accessories,Accessories - Vel,618.3388894,488.4877226,1,0.21,77.97754452,19.72,Medium,2016
518,ORD-2020-0518,13-Apr-20,17-Apr-20,April,Same Day,CUST-2020-0518,Purwadi Laksita,Female,Consumer,CO-518,Jalan Rungkut Industri No. 919,0839-324164,permadinajam@pd.my.id,66039,Bandar Lampung,Nusa Tenggara Barat,Indonesia,Central,LATAM,PROD-0290,CAT-02,Office Supplies,SC-12,Paper,Paper - Consequuntur,119.6832277,710.9183723,6,0.01,127.2836745,14.9,Low,2020
519,ORD-2020-0519,23-Apr-20,29-Apr-20,April,First Class,CUST-2020-0519,Wani Dabukke,Male,Consumer,CO-519,Gang Sentot Alibasa No. 34,0862-416181,simbolonvero@hotmail.com,23885,Tomohon,Nusa Tenggara Timur,Indonesia,West,APAC,PROD-0454,CAT-03,Technology,SC-08,Accessories,Accessories - Doloribus,415.2076923,581.2907692,2,0.3,79.92815385,36.33,Medium,2020
520,ORD-2018-0520,25-Nov-18,28-Nov-18,November,Standard Class,CUST-2018-0520,Zamira Irawan,Female,Consumer,CO-520,Jalan Raya Setiabudhi No. 11,0852-118506,puti72@yahoo.com,47557,Tomohon,Jawa Timur,Indonesia,West,US,PROD-0380,CAT-03,Technology,SC-08,Accessories,Accessories - Dolores,246.1660117,216.6260903,1,0.12,-2.034781946,45.36,Low,2018
521,ORD-2017-0521,06-May-17,13-May-17,May,Second Class,CUST-2017-0521,Balidin Nainggolan,Male,Consumer,CO-521,Jalan Suniaraja No. 1,0827-492716,iswahyudimalika@ud.go.id,61499,Madiun,Kalimantan Timur,Indonesia,West,LATAM,PROD-0455,CAT-01,Furniture,SC-02,Tables,Tables - Numquam,388.885703,342.2194186,1,0.12,18.96388372,49.48,Critical,2017
522,ORD-2018-0522,17-Nov-18,20-Nov-18,November,Standard Class,CUST-2018-0522,Dipa Pudjiastuti,Female,Home Office,CO-522,Jalan Yos Sudarso No. 333,0815-646174,elvinbudiman@yahoo.com,9776,Padang Sidempuan,Kalimantan Barat,Indonesia,West,LATAM,PROD-0456,CAT-01,Furniture,SC-02,Tables,Tables - Quas,212.6161527,1058.82844,6,0.17,204.3356881,7.43,Medium,2018
523,ORD-2017-0523,14-Aug-17,24-Aug-17,August,Same Day,CUST-2017-0523,Sari Permata,Female,Consumer,CO-523,Gang Pasirkoja No. 55,0866-760374,gina51@ud.sch.id,18785,Sibolga,Kalimantan Timur,Indonesia,Central,APAC,PROD-0457,CAT-02,Office Supplies,SC-11,Binders,Binders - Laudantium,427.2385253,290.5221972,1,0.32,43.91443944,14.19,High,2017
524,ORD-2017-0524,06-Oct-17,16-Oct-17,October,Second Class,CUST-2017-0524,"Septi Puspasari, S.H.",Male,Home Office,CO-524,Jalan Erlangga No. 7,0820-546944,kharyanto@gmail.com,80572,Tangerang Selatan,Nusa Tenggara Timur,Indonesia,West,LATAM,PROD-0214,CAT-01,Furniture,SC-02,Tables,Tables - At,402.2689049,844.7647002,3,0.3,138.01294,30.94,Medium,2017
525,ORD-2018-0525,07-Oct-18,15-Oct-18,October,First Class,CUST-2018-0525,Qori Ramadan,Female,Corporate,CO-525,Gang HOS. Cokroaminoto No. 37,0858-275915,mitra39@hotmail.com,28950,Tasikmalaya,Nusa Tenggara Timur,Indonesia,West,US,PROD-0458,CAT-02,Office Supplies,SC-06,Envelopes,Envelopes - Repudiandae,58.28217717,461.5948432,8,0.01,48.88896864,43.43,Low,2018
526,ORD-2020-0526,16-Feb-20,25-Feb-20,February,Second Class,CUST-2020-0526,"R. Luwes Haryanto, M.TI.",Male,Corporate,CO-526,Jl. Pacuan Kuda No. 2,0858-586173,yuliantialika@ud.int,96667,Makassar,Kalimantan Barat,Indonesia,South,US,PROD-0459,CAT-02,Office Supplies,SC-06,Envelopes,Envelopes - Consequatur,131.2801189,1008.231313,8,0.04,175.5262626,26.12,Medium,2020
527,ORD-2017-0527,01-May-17,02-May-17,May,First Class,CUST-2017-0527,Elma Astuti,Female,Corporate,CO-527,Jalan K.H. Wahid Hasyim No. 63,0861-536019,sakura15@pt.web.id,80512,Pontianak,Aceh,Indonesia,West,LATAM,PROD-0007,CAT-02,Office Supplies,SC-06,Envelopes,Envelopes - Ab,118.4107033,1136.742752,10,0.04,177.6885503,49.66,High,2017
528,ORD-2019-0528,07-May-19,17-May-19,May,Second Class,CUST-2019-0528,Ina Dabukke,Male,Corporate,CO-528,Jl. Kebonjati No. 9,0842-908735,gabriellapratama@yahoo.com,29592,Tarakan,Kalimantan Barat,Indonesia,South,US,PROD-0460,CAT-03,Technology,SC-03,Copiers,Copiers - Quae,104.7960162,396.1289413,7,0.46,63.31578825,15.91,High,2019
529,ORD-2018-0529,27-Feb-18,28-Feb-18,February,Second Class,CUST-2018-0529,"Dr. Ana Oktaviani, S.Gz",Female,Home Office,CO-529,Gang Dr. Djunjunan No. 29,0868-814149,mandasariharsana@perum.ponpes.id,71815,Mataram,Jawa Tengah,Indonesia,East,LATAM,PROD-0461,CAT-01,Furniture,SC-02,Tables,Tables - Excepturi,323.6770083,440.2007313,2,0.32,65.14014625,22.9,High,2018
530,ORD-2020-0530,13-Nov-20,17-Nov-20,November,Same Day,CUST-2020-0530,Fitriani Waskita,Male,Corporate,CO-530,Jalan Ronggowarsito No. 9,0842-825443,wijayantishakila@perum.ponpes.id,45273,Sorong,Sulawesi Selatan,Indonesia,South,US,PROD-0462,CAT-03,Technology,SC-03,Copiers,Copiers - Necessitatibus,415.1115218,788.7118913,2,0.05,116.8523783,40.89,Medium,2020
531,ORD-2018-0531,18-Jun-18,22-Jun-18,June,Same Day,CUST-2018-0531,Chelsea Lestari,Female,Consumer,CO-531,Jalan Raya Ujungberung No. 7,0831-956046,almira40@hotmail.com,31499,Sukabumi,Maluku Utara,Indonesia,West,APAC,PROD-0463,CAT-01,Furniture,SC-01,Chairs,Chairs - Architecto,128.4450284,665.3452471,7,0.26,95.07904941,37.99,Medium,2018
532,ORD-2017-0532,27-Jul-17,02-Aug-17,August,Second Class,CUST-2017-0532,Asirwada Sihombing,Male,Consumer,CO-532,Gg. Jayawijaya No. 688,0872-290824,wulan03@pd.id,13739,Banjar,Papua Barat,Indonesia,Central,US,PROD-0464,CAT-03,Technology,SC-08,Accessories,Accessories - Enim,307.5873016,193.78,1,0.37,25.126,13.63,Critical,2017
533,ORD-2019-0533,16-Dec-19,26-Dec-19,December,First Class,CUST-2019-0533,"Calista Siregar, S.Ked",Male,Consumer,CO-533,Jalan Sukajadi No. 560,0847-189870,nadiaprayoga@pd.mil,60666,Depok,Sumatera Barat,Indonesia,West,APAC,PROD-0465,CAT-02,Office Supplies,SC-11,Binders,Binders - Explicabo,312.8437272,2753.024799,10,0.12,511.3849598,39.22,High,2019
534,ORD-2016-0534,21-Aug-16,26-Aug-16,August,First Class,CUST-2016-0534,Luis Widodo,Male,Consumer,CO-534,Jalan Kapten Muslihat No. 3,0837-647707,latuponogaliono@pt.gov,64844,Bima,Jambi,Indonesia,Central,US,PROD-0466,CAT-03,Technology,SC-03,Copiers,Copiers - Nam,265.9509599,1319.116761,8,0.38,243.6833522,20.14,Low,2016
